rf,cell_type,animalids,condition,stats
2.5939704327221116,population,38,3M,mesopic_snl_1
3.103816854896076,population,39,3M,mesopic_snl_1
9.723692051478922,population,37,3M,mesopic_snl_2
10.866221184908785,population,38,3M,mesopic_snl_2
11.147415261875834,population,39,3M,mesopic_snl_2
11.55971179254842,population,37,3M,mesopic_snl_3
12.800765934740538,population,38,3M,mesopic_snl_3
13.70071857535772,population,39,3M,mesopic_snl_3
13.620053995241204,population,37,3M,mesopic_snl_4
16.47354053800953,population,38,3M,mesopic_snl_4
13.195820200038705,population,39,3M,mesopic_snl_4
1.7341393543513286,population,41,4M,mesopic_snl_1
2.190993436209689,population,42,4M,mesopic_snl_1
2.000856488836478,population,43,4M,mesopic_snl_1
8.989222916606032,population,41,4M,mesopic_snl_2
8.577223412876293,population,42,4M,mesopic_snl_2
9.14084762887741,population,43,4M,mesopic_snl_2
12.115769520769657,population,41,4M,mesopic_snl_3
11.773406358205818,population,42,4M,mesopic_snl_3
10.673883321805672,population,43,4M,mesopic_snl_3
11.047275199578655,population,41,4M,mesopic_snl_4
12.077622139117569,population,42,4M,mesopic_snl_4
13.576845219920074,population,43,4M,mesopic_snl_4
1.732122946714563,population,45,5M,mesopic_snl_1
1.9939705527220875,population,46,5M,mesopic_snl_1
2.503816974896052,population,47,5M,mesopic_snl_1
6.873692621478809,population,45,5M,mesopic_snl_2
8.01622175490867,population,46,5M,mesopic_snl_2
8.297415831875721,population,47,5M,mesopic_snl_2
8.559712392548299,population,45,5M,mesopic_snl_3
9.800766534740417,population,46,5M,mesopic_snl_3
10.7007191753576,population,47,5M,mesopic_snl_3
12.570054205241162,population,45,5M,mesopic_snl_4
15.423540748009488,population,46,5M,mesopic_snl_4
12.145820410038663,population,47,5M,mesopic_snl_4
