rf,cell_type,animalids,condition,stats
0.8256197429437415,population,33,1M,photopic_snl_3
1.064508989338139,population,34,1M,photopic_snl_3
0.9683004036489866,population,35,1M,photopic_snl_3
1.163739123102545,population,33,1M,photopic_snl_4
1.2319345142881986,population,34,1M,photopic_snl_4
1.2330648200286614,population,35,1M,photopic_snl_4
0.20614528400452622,population,37,2M,photopic_snl_1
0.23292288998300745,population,38,2M,photopic_snl_1
0.24172437685897563,population,39,2M,photopic_snl_1
0.8841677254114643,population,37,2M,photopic_snl_2
0.9462610793211426,population,38,2M,photopic_snl_2
0.914935752285604,population,39,2M,photopic_snl_2
0.7757308645246542,population,37,2M,photopic_snl_3
0.8177188286220997,population,38,2M,photopic_snl_3
0.8028179135353699,population,39,2M,photopic_snl_3
1.044902690716433,population,37,2M,photopic_snl_4
1.0289257399347311,population,38,2M,photopic_snl_4
0.9776146546405091,population,39,2M,photopic_snl_4
0.15762433160064185,population,41,3M,photopic_snl_1
0.17724999151699045,population,42,3M,photopic_snl_1
0.20580662733884036,population,43,3M,photopic_snl_1
0.807687215523192,population,41,3M,photopic_snl_2
0.8513284919193663,population,42,3M,photopic_snl_2
0.9363029126099078,population,43,3M,photopic_snl_2
0.7874925328289778,population,41,3M,photopic_snl_3
0.9398297810870696,population,42,3M,photopic_snl_3
0.977322332181185,population,43,3M,photopic_snl_3
0.8301533248762363,population,41,3M,photopic_snl_4
0.8880691964283738,population,42,3M,photopic_snl_4
0.9300669947234003,population,43,3M,photopic_snl_4
0.15751536608099054,population,45,4M,photopic_snl_1
0.21186750157557407,population,46,4M,photopic_snl_1
0.14943472074671896,population,47,4M,photopic_snl_1
0.6410232835298665,population,45,4M,photopic_snl_2
0.7171656457347293,population,46,4M,photopic_snl_2
0.6854761481679625,population,47,4M,photopic_snl_2
0.7905632952600822,population,45,4M,photopic_snl_3
0.7356300171094637,population,46,4M,photopic_snl_3
0.8107799276062583,population,47,4M,photopic_snl_3
0.8370026907164329,population,45,4M,photopic_snl_4
0.8210257399347309,population,46,4M,photopic_snl_4
0.769714654640509,population,47,4M,photopic_snl_4
0.11082433160064183,population,49,5M,photopic_snl_1
0.13044999151699044,population,50,5M,photopic_snl_1
0.15900662733884036,population,51,5M,photopic_snl_1
0.5853872155231921,population,49,5M,photopic_snl_2
0.6290284919193664,population,50,5M,photopic_snl_2
0.7140029126099079,population,51,5M,photopic_snl_2
0.5894925328289777,population,49,5M,photopic_snl_3
0.7418297810870695,population,50,5M,photopic_snl_3
0.779322332181185,population,51,5M,photopic_snl_3
0.7608533248762364,population,49,5M,photopic_snl_4
0.8187691964283739,population,50,5M,photopic_snl_4
0.8607669947234003,population,51,5M,photopic_snl_4
0.13771536608099053,population,53,7M,photopic_snl_1
0.19206750157557406,population,54,7M,photopic_snl_1
0.5110608290016045,population,53,7M,photopic_snl_2
0.560124978792476,population,54,7M,photopic_snl_2
0.46116515971829536,population,53,7M,photopic_snl_3
0.781210829689685,population,54,7M,photopic_snl_3
0.8676366031273769,population,53,7M,photopic_snl_4
0.9099313828071587,population,54,7M,photopic_snl_4
